Date,International_visitors,Domestic_visitors,Total_arrivals
2019-01-01 00:00:00,3085,28147,31232
2019-01-02 00:00:00,2626,33918,36544
2019-01-03 00:00:00,2882,32242,35124
2019-01-04 00:00:00,2940,31761,34701
2019-01-05 00:00:00,3294,32063,35357
2019-01-06 00:00:00,2820,32259,35079
2019-01-07 00:00:00,3133,33882,37015
2019-01-08 00:00:00,3105,31966,35071
2019-01-09 00:00:00,2644,30833,33477
2019-01-10 00:00:00,3064,34651,37715
2019-01-11 00:00:00,3575,33427,37002
2019-01-12 00:00:00,3969,36144,40113
2019-01-13 00:00:00,3152,35499,38651
2019-01-14 00:00:00,3477,29897,33374
2019-01-15 00:00:00,3932,34298,38230
2019-01-16 00:00:00,3073,33408,36481
2019-01-17 00:00:00,3360,35056,38416
2019-01-18 00:00:00,3793,35338,39131
2019-01-19 00:00:00,4276,37538,41814
2019-01-20 00:00:00,3410,34423,37833
2019-01-21 00:00:00,3870,34921,38791
2019-01-22 00:00:00,4102,32466,36568
2019-01-23 00:00:00,3375,32029,35404
2019-01-24 00:00:00,3684,33858,37542
2019-01-25 00:00:00,3736,34614,38350
2019-01-26 00:00:00,4172,35296,39468
2019-01-27 00:00:00,3310,32872,36182
2019-01-28 00:00:00,3918,33437,37355
2019-01-29 00:00:00,4227,33469,37696
2019-01-30 00:00:00,3563,25417,29980
2019-01-31 00:00:00,3758,30914,34672
2019-02-01 00:00:00,4013,34998,39011
2019-02-02 00:00:00,4564,40069,44633
2019-02-03 00:00:00,3530,39827,43357
2019-02-04 00:00:00,3679,28434,32113
2019-02-05 00:00:00,4580,33034,37614
2019-02-06 00:00:00,4107,37461,41568
2019-02-07 00:00:00,4042,35543,39585
2019-02-08 00:00:00,4001,34659,38660
2019-02-09 00:00:00,4806,33042,37848
2019-02-10 00:00:00,3753,34131,37884
2019-02-11 00:00:00,4451,34883,39334
2019-02-12 00:00:00,4597,34130,38727
2019-02-13 00:00:00,3662,34577,38239
2019-02-14 00:00:00,3857,35100,38957
2019-02-15 00:00:00,3947,35517,39464
2019-02-16 00:00:00,4343,35885,40228
2019-02-17 00:00:00,3446,35519,38965
2019-02-18 00:00:00,3729,35350,39079
2019-02-19 00:00:00,4116,33561,37677
2019-02-20 00:00:00,3558,35635,39193
2019-02-21 00:00:00,3958,35662,39620
2019-02-22 00:00:00,1455,36916,41071
2019-02-23 00:00:00,4477,37641,42118
2019-02-24 00:00:00,3773,37137,40910
2019-02-25 00:00:00,4022,36912,40214
2019-02-26 00:00:00,5905,35977,41882
2019-02-27 00:00:00,3641,36790,40431
2019-02-28 00:00:00,3877,37114,40991
2019-03-01 00:00:00,3820,42844,46664
2019-03-02 00:00:00,6488,28495,34983
2019-03-03 00:00:00,3426,29324,32750
2019-03-04 00:00:00,3923,29067,32990
2019-03-05 00:00:00,3912,26702,30614
2019-03-06 00:00:00,3463,25856,29319
2019-03-07 00:00:00,3563,32039,35602
2019-03-08 00:00:00,4019,34746,38765
2019-03-09 00:00:00,4381,33002,37383
2019-03-10 00:00:00,3218,31119,34337
2019-03-11 00:00:00,3995,30774,34769
2019-03-12 00:00:00,4143,28638,32781
2019-03-13 00:00:00,3600,28072,31672
2019-03-14 00:00:00,3950,32855,36805
2019-03-15 00:00:00,4059,35472,39531
2019-03-16 00:00:00,4245,35791,40036
2019-03-17 00:00:00,4005,34692,38697
2019-03-18 00:00:00,4201,32970,37171
2019-03-19 00:00:00,3932,30350,34282
2019-03-20 00:00:00,1944,24898,26842
2019-03-21 00:00:00,4402,38338,42740
2019-03-22 00:00:00,4305,38067,42372
2019-03-23 00:00:00,5048,37392,42440
2019-03-24 00:00:00,3800,36050,39850
2019-03-25 00:00:00,4559,35794,41353
2019-03-26 00:00:00,4566,34831,39397
2019-03-27 00:00:00,3661,35316,38977
2019-03-28 00:00:00,6719,35489,42208
2019-03-29 00:00:00,4353,37968,42321
2019-03-30 00:00:00,4567,38146,42713
2019-03-31 00:00:00,4153,34383,38536
2019-04-01 00:00:00,4733,36056,40789
2019-04-02 00:00:00,3820,35735,39555
2019-04-03 00:00:00,4206,36359,40565
2019-04-04 00:00:00,4486,37459,41945
2019-04-05 00:00:00,7513,40087,47600
2019-04-06 00:00:00,4733,39122,43855
2019-04-07 00:00:00,5875,35587,41462
2019-04-08 00:00:00,4288,37650,41938
2019-04-09 00:00:00,3156,27880,31036
2019-04-10 00:00:00,6203,40994,47197
2019-04-11 00:00:00,4122,39864,43986
2019-04-12 00:00:00,4646,40257,44903
2019-04-13 00:00:00,4641,40912,45553
2019-04-14 00:00:00,3591,35721,39312
2019-04-15 00:00:00,5091,37486,42577
2019-04-16 00:00:00,4785,34581,39366
2019-04-17 00:00:00,4154,37106,41260
2019-04-18 00:00:00,4414,39433,43847
2019-04-19 00:00:00,4706,39616,44322
2019-04-20 00:00:00,6725,40689,47414
2019-04-21 00:00:00,4986,36409,41395
2019-04-22 00:00:00,4668,38247,42915
2019-04-23 00:00:00,4111,35922,40033
2019-04-24 00:00:00,4525,39408,43933
2019-04-25 00:00:00,4427,39816,44243
2019-04-26 00:00:00,4825,42209,47034
2019-04-27 00:00:00,6279,43078,49357
2019-04-28 00:00:00,4476,39894,44370
2019-04-29 00:00:00,5072,39597,44669
2019-04-30 00:00:00,4734,39732,44466
2019-05-01 00:00:00,4689,41205,45894
2019-05-02 00:00:00,4886,39020,43906
2019-05-03 00:00:00,4622,42354,46976
2019-05-04 00:00:00,4536,46775,51311
2019-05-05 00:00:00,3822,34142,37964
2019-05-06 00:00:00,4452,33949,38401
2019-05-07 00:00:00,4227,34244,38471
2019-05-08 00:00:00,5279,35626,40905
2019-05-09 00:00:00,3919,36860,40779
2019-05-10 00:00:00,4625,36670,41295
2019-05-11 00:00:00,4489,38516,43005
2019-05-12 00:00:00,4153,34591,38744
2019-05-13 00:00:00,4578,39888,44466
2019-05-14 00:00:00,5354,37445,42799
2019-05-15 00:00:00,8224,40342,48566
2019-05-16 00:00:00,4177,39881,44058
2019-05-17 00:00:00,4207,38146,42353
2019-05-18 00:00:00,4622,36703,41325
2019-05-19 00:00:00,4556,36378,40934
2019-05-20 00:00:00,4710,40497,45207
2019-05-21 00:00:00,3872,36678,40550
2019-05-22 00:00:00,4555,38869,43424
2019-05-23 00:00:00,4577,38092,42669
2019-05-24 00:00:00,5365,38636,44011
2019-05-25 00:00:00,5153,39962,45115
2019-05-26 00:00:00,4741,35844,40585
2019-05-27 00:00:00,5083,33634,38717
2019-05-28 00:00:00,4448,37468,41916
2019-05-29 00:00:00,4748,37825,42573
2019-05-30 00:00:00,4924,35452,40376
2019-05-31 00:00:00,4890,37154,42044
2019-06-01 00:00:00,5030,42492,47522
2019-06-02 00:00:00,4863,39317,44180
2019-06-03 00:00:00,4937,40796,45733
2019-06-04 00:00:00,4524,40162,44686
2019-06-05 00:00:00,5403,42719,48122
2019-06-06 00:00:00,6872,46056,52928
2019-06-07 00:00:00,5613,31943,37556
2019-06-08 00:00:00,4968,34239,39207
2019-06-09 00:00:00,4370,38677,43047
2019-06-10 00:00:00,4851,39073,43924
2019-06-11 00:00:00,4539,36825,41364
2019-06-12 00:00:00,4723,37804,42527
2019-06-13 00:00:00,5217,40364,45581
2019-06-14 00:00:00,5093,39720,44813
2019-06-15 00:00:00,5376,41102,46478
2019-06-16 00:00:00,4814,37736,42550
2019-06-17 00:00:00,5442,38428,43870
2019-06-18 00:00:00,5099,35449,40548
2019-06-19 00:00:00,6686,37025,43711
2019-06-20 00:00:00,5095,39600,44695
2019-06-21 00:00:00,5133,39884,45017
2019-06-22 00:00:00,5504,40320,45824
2019-06-23 00:00:00,4824,39911,44735
2019-06-24 00:00:00,5172,40507,45679
2019-06-25 00:00:00,4876,36887,41763
2019-06-26 00:00:00,4870,35170,40040
2019-06-27 00:00:00,5498,35451,40949
2019-06-28 00:00:00,4949,33781,38730
2019-06-29 00:00:00,5041,31840,36881
2019-06-30 00:00:00,5090,34563,39653
2019-07-01 00:00:00,5100,36296,41396
2019-07-02 00:00:00,4297,33142,37439
2019-07-03 00:00:00,4867,35665,40532
2019-07-04 00:00:00,5019,37152,42171
2019-07-05 00:00:00,4832,35787,40619
2019-07-06 00:00:00,5114,36971,42085
2019-07-07 00:00:00,5034,36353,41387
2019-07-08 00:00:00,5022,36212,41234
2019-07-09 00:00:00,4664,32526,37190
2019-07-10 00:00:00,4851,34319,39170
2019-07-11 00:00:00,5496,38131,43627
2019-07-12 00:00:00,5208,35783,40991
2019-07-13 00:00:00,5469,38334,43803
2019-07-14 00:00:00,4976,38955,43931
2019-07-15 00:00:00,4807,37379,42186
2019-07-16 00:00:00,4787,34482,39269
2019-07-17 00:00:00,4858,35443,40301
2019-07-18 00:00:00,4677,36117,40794
2019-07-19 00:00:00,2826,25622,28448
2019-07-20 00:00:00,4405,26396,30801
2019-07-21 00:00:00,5731,39248,44979
2019-07-22 00:00:00,5476,39052,44528
2019-07-23 00:00:00,4822,35806,40628
2019-07-24 00:00:00,5092,38398,43490
2019-07-25 00:00:00,5234,40000,45234
2019-07-26 00:00:00,5683,39737,45420
2019-07-27 00:00:00,7375,45708,53083
2019-07-28 00:00:00,5275,42810,48085
2019-07-29 00:00:00,5452,42338,47790
2019-07-30 00:00:00,4740,40240,44980
2019-07-31 00:00:00,5025,44793,49818
2019-08-01 00:00:00,5338,46723,52061
2019-08-02 00:00:00,5667,42484,48151
2019-08-03 00:00:00,5584,44942,50526
2019-08-04 00:00:00,5703,43416,49119
2019-08-05 00:00:00,5747,43998,49745
2019-08-06 00:00:00,5158,35855,41013
2019-08-07 00:00:00,5353,37378,42731
2019-08-08 00:00:00,5487,38879,44366
2019-08-09 00:00:00,4549,38358,42907
2019-08-10 00:00:00,4737,38808,43545
2019-08-11 00:00:00,5778,38570,44348
2019-08-12 00:00:00,6363,40577,46940
2019-08-13 00:00:00,5087,40501,45588
2019-08-14 00:00:00,5755,41944,47699
2019-08-15 00:00:00,7120,46163,53283
2019-08-16 00:00:00,6065,36933,42998
2019-08-17 00:00:00,7554,36767,44321
2019-08-18 00:00:00,5716,40716,46432
2019-08-19 00:00:00,5776,41976,47752
2019-08-20 00:00:00,5204,37202,42406
2019-08-21 00:00:00,5600,37435,43035
2019-08-22 00:00:00,5724,38703,44427
2019-08-23 00:00:00,5681,38779,44460
2019-08-24 00:00:00,5714,41120,46834
2019-08-25 00:00:00,5609,40560,46169
2019-08-26 00:00:00,5382,41852,47234
2019-08-27 00:00:00,5122,38339,43461
2019-08-28 00:00:00,5104,39601,44705
2019-08-29 00:00:00,5255,38994,44249
2019-08-30 00:00:00,5310,38111,43421
2019-08-31 00:00:00,5543,35754,41297
2019-09-01 00:00:00,4797,33254,38051
2019-09-02 00:00:00,5307,31558,36865
2019-09-03 00:00:00,4697,28048,32745
2019-09-04 00:00:00,5135,27846,32981
2019-09-05 00:00:00,5218,26964,32182
2019-09-06 00:00:00,2750,16626,19376
2019-09-07 00:00:00,4147,9071,13218
2019-09-08 00:00:00,5398,30062,35460
2019-09-09 00:00:00,4763,25878,30641
2019-09-10 00:00:00,4263,35124,39387
2019-09-11 00:00:00,4699,42774,47473
2019-09-12 00:00:00,5801,47767,53568
2019-09-13 00:00:00,5727,39852,45579
2019-09-14 00:00:00,5414,37732,43146
2019-09-15 00:00:00,4644,42380,47024
2019-09-16 00:00:00,5351,39517,44868
2019-09-17 00:00:00,5868,39998,45866
2019-09-18 00:00:00,5477,39767,45244
2019-09-19 00:00:00,5352,39348,44700
2019-09-20 00:00:00,5846,33743,39589
2019-09-21 00:00:00,3868,28193,32061
2019-09-22 00:00:00,1396,6636,8032
2019-09-23 00:00:00,7706,43555,51261
2019-09-24 00:00:00,5206,40482,45688
2019-09-25 00:00:00,5555,40317,45872
2019-09-26 00:00:00,5716,39855,45571
2019-09-27 00:00:00,5786,40239,46025
2019-09-28 00:00:00,5789,40224,46013
2019-09-29 00:00:00,5323,39847,45170
2019-09-30 00:00:00,5745,34212,39957
2019-10-01 00:00:00,4294,32610,36904
2019-10-02 00:00:00,1865,11859,13724
2019-10-03 00:00:00,8192,44000,52192
2019-10-04 00:00:00,5516,45207,50723
2019-10-05 00:00:00,5197,39929,45126
2019-10-06 00:00:00,4912,41128,46040
2019-10-07 00:00:00,5413,39088,44501
2019-10-08 00:00:00,5008,40602,45610
2019-10-09 00:00:00,5221,41715,46936
2019-10-10 00:00:00,5314,37952,43266
2019-10-11 00:00:00,5885,39351,45236
2019-10-12 00:00:00,5178,40797,45975
2019-10-13 00:00:00,5316,40929,46245
2019-10-14 00:00:00,5669,44420,50089
2019-10-15 00:00:00,6394,42769,49163
2019-10-16 00:00:00,5228,42382,47610
2019-10-17 00:00:00,5379,42448,47827
2019-10-18 00:00:00,5760,43417,49177
2019-10-19 00:00:00,6317,43928,50245
2019-10-20 00:00:00,5450,41411,46861
2019-10-21 00:00:00,5571,43996,49567
2019-10-22 00:00:00,5010,41947,46957
2019-10-23 00:00:00,6820,42310,49130
2019-10-24 00:00:00,5164,42701,47865
2019-10-25 00:00:00,5512,42564,48076
2019-10-26 00:00:00,5358,43789,49147
2019-10-27 00:00:00,4553,39140,43693
2019-10-28 00:00:00,5463,40243,45706
2019-10-29 00:00:00,5313,37770,43083
2019-10-30 00:00:00,4183,38622,42805
2019-10-31 00:00:00,5116,38863,43979
2019-11-01 00:00:00,5257,41770,47027
2019-11-02 00:00:00,5876,42819,48695
2019-11-03 00:00:00,6805,41194,47999
2019-11-04 00:00:00,5135,40854,45989
2019-11-05 00:00:00,5224,38791,44015
2019-11-06 00:00:00,4047,39692,43739
2019-11-07 00:00:00,4960,40592,45552
2019-11-08 00:00:00,5089,42099,47188
2019-11-09 00:00:00,5472,43577,49049
2019-11-10 00:00:00,4208,40611,44819
2019-11-11 00:00:00,4583,38842,43425
2019-11-12 00:00:00,4834,36665,41499
2019-11-13 00:00:00,3859,40385,44244
2019-11-14 00:00:00,4600,40796,45396
2019-11-15 00:00:00,4720,41860,46580
2019-11-16 00:00:00,5063,42226,47289
2019-11-17 00:00:00,4267,39614,43881
2019-11-18 00:00:00,4904,36452,41356
2019-11-19 00:00:00,4867,34113,38980
2019-11-20 00:00:00,4266,37602,41868
2019-11-21 00:00:00,5095,39965,45060
2019-11-22 00:00:00,5133,39906,45039
2019-11-23 00:00:00,5472,39955,45427
2019-11-24 00:00:00,4163,37886,42049
2019-11-25 00:00:00,5146,36029,41175
2019-11-26 00:00:00,5507,32754,38261
2019-11-27 00:00:00,4192,34732,38924
2019-11-28 00:00:00,4665,39484,44149
2019-11-29 00:00:00,5148,37363,42511
2019-11-30 00:00:00,4891,36584,41475
2019-12-01 00:00:00,3924,33945,37869
2019-12-02 00:00:00,4114,31943,36057
2019-12-03 00:00:00,4530,29168,33698
2019-12-04 00:00:00,3588,30992,34580
2019-12-05 00:00:00,4280,36917,41197
2019-12-06 00:00:00,4749,36817,41566
2019-12-07 00:00:00,4705,35965,40670
2019-12-08 00:00:00,4308,36100,40408
2019-12-09 00:00:00,4768,35557,40325
2019-12-10 00:00:00,4778,32458,37236
2019-12-11 00:00:00,4172,33751,37923
2019-12-12 00:00:00,4392,40607,44999
2019-12-13 00:00:00,5027,38407,43434
2019-12-14 00:00:00,5285,37854,43139
2019-12-15 00:00:00,4440,37581,42021
2019-12-16 00:00:00,5077,37505,42582
2019-12-17 00:00:00,5539,34708,40247
2019-12-18 00:00:00,4008,36667,40675
2019-12-19 00:00:00,5092,39057,44149
2019-12-20 00:00:00,5025,37638,42663
2019-12-21 00:00:00,5902,38985,44887
2019-12-22 00:00:00,5286,39383,44669
2019-12-23 00:00:00,5664,37724,43388
2019-12-24 00:00:00,5555,36546,42101
2019-12-25 00:00:00,3932,39059,42991
2019-12-26 00:00:00,5406,39103,44509
2019-12-27 00:00:00,5426,39810,45236
2019-12-28 00:00:00,5605,40463,46068
2019-12-29 00:00:00,4879,40533,45412
2019-12-30 00:00:00,4559,38712,43271
2019-12-31 00:00:00,5872,37042,42914
2020-01-01 00:00:00,4263,36604,40867
2020-01-02 00:00:00,4834,38709,43543
2020-01-03 00:00:00,4848,34879,39727
2020-01-04 00:00:00,5059,35803,40862
2020-01-05 00:00:00,4388,37686,42074
2020-01-06 00:00:00,4751,38232,42983
2020-01-07 00:00:00,3984,33861,37845
2020-01-08 00:00:00,4933,38656,43589
2020-01-09 00:00:00,5103,39596,44699
2020-01-10 00:00:00,4980,38854,43834
2020-01-11 00:00:00,5125,38866,43991
2020-01-12 00:00:00,4827,38801,43628
2020-01-13 00:00:00,5175,40253,45428
2020-01-14 00:00:00,5479,38465,43944
2020-01-15 00:00:00,4154,38141,42295
2020-01-16 00:00:00,5357,37873,43230
2020-01-17 00:00:00,5169,36976,42145
2020-01-18 00:00:00,5377,36081,41458
2020-01-19 00:00:00,4541,33043,37584
2020-01-20 00:00:00,5146,30730,35876
2020-01-21 00:00:00,5512,27057,32569
2020-01-22 00:00:00,4370,35057,39427
2020-01-23 00:00:00,5530,40147,45677
2020-01-24 00:00:00,4431,43931,48362
2020-01-25 00:00:00,4709,35803,40512
2020-01-26 00:00:00,3227,36561,39788
2020-01-27 00:00:00,3245,34264,37509
2020-01-28 00:00:00,2930,34980,37910
2020-01-29 00:00:00,2520,30977,33497
2020-01-30 00:00:00,2951,26391,29342
2020-01-31 00:00:00,2359,25215,27574
2020-02-01 00:00:00,2321,23657,25978
2020-02-02 00:00:00,1937,21748,23685
2020-02-03 00:00:00,1866,19209,21075
2020-02-04 00:00:00,1285,17633,18918
2020-02-05 00:00:00,1247,15873,17120
2020-02-06 00:00:00,1280,17184,18464
2020-02-07 00:00:00,1360,19213,20573
2020-02-08 00:00:00,1127,20488,21615
2020-02-09 00:00:00,976,18959,19935
2020-02-10 00:00:00,906,19074,19980
2020-02-11 00:00:00,1003,18922,19925
2020-02-12 00:00:00,755,18720,19475
2020-02-13 00:00:00,793,24409,25202
2020-02-14 00:00:00,907,25936,26843
2020-02-15 00:00:00,864,27679,28543
2020-02-16 00:00:00,769,26120,26889
2020-02-17 00:00:00,639,25105,25744
2020-02-18 00:00:00,453,27135,27588
2020-02-19 00:00:00,623,27247,27870
2020-02-20 00:00:00,815,29316,30131
2020-02-21 00:00:00,383,28754,29137
2020-02-22 00:00:00,762,23732,24494
2020-02-23 00:00:00,613,20508,21121
2020-02-24 00:00:00,524,16379,16903
2020-02-25 00:00:00,598,14567,15165
2020-02-26 00:00:00,351,13978,14329
2020-02-27 00:00:00,383,13318,13701
2020-02-28 00:00:00,240,13932,14172
2020-02-29 00:00:00,320,14855,15175
2020-03-01 00:00:00,337,13402,13739
2020-03-02 00:00:00,270,15628,15898
2020-03-03 00:00:00,343,15325,15668
2020-03-04 00:00:00,205,14393,14598
2020-03-05 00:00:00,222,15727,15949
2020-03-06 00:00:00,210,16869,17079
2020-03-07 00:00:00,193,16015,16208
2020-03-08 00:00:00,139,13533,13672
2020-03-09 00:00:00,137,15234,15371
2020-03-10 00:00:00,153,15637,15790
2020-03-11 00:00:00,106,17209,17315
2020-03-12 00:00:00,118,17600,17718
2020-03-13 00:00:00,89,17570,17659
2020-03-14 00:00:00,128,16795,16923
2020-03-15 00:00:00,88,15846,15934
2020-03-16 00:00:00,79,16513,16592
2020-03-17 00:00:00,66,16882,16948
2020-03-18 00:00:00,94,16089,16183
2020-03-19 00:00:00,41,16406,16447
2020-03-20 00:00:00,35,17570,17605
2020-03-21 00:00:00,34,17540,17574
2020-03-22 00:00:00,39,16605,16644
2020-03-23 00:00:00,31,14890,14921
2020-03-24 00:00:00,23,16887,16910
2020-03-25 00:00:00,35,13021,13056
2020-03-26 00:00:00,27,13016,13043
2020-03-27 00:00:00,24,14653,14677
2020-03-28 00:00:00,37,15071,15108
2020-03-29 00:00:00,26,13454,13480
2020-03-30 00:00:00,81,11640,11721
2020-03-31 00:00:00,31,11950,11981
2020-04-01 00:00:00,35,14668,14703
2020-04-02 00:00:00,30,15454,15484
2020-04-03 00:00:00,28,15223,15251
2020-04-04 00:00:00,32,14490,14522
2020-04-05 00:00:00,26,11578,11604
2020-04-06 00:00:00,26,12840,12866
2020-04-07 00:00:00,30,12363,12393
2020-04-08 00:00:00,32,12630,12662
2020-04-09 00:00:00,33,13335,13368
2020-04-10 00:00:00,32,15695,15727
2020-04-11 00:00:00,20,15711,15731
2020-04-12 00:00:00,26,14033,14059
2020-04-13 00:00:00,27,13892,13919
2020-04-14 00:00:00,26,14618,14644
2020-04-15 00:00:00,25,16720,16745
2020-04-16 00:00:00,17,14111,14128
2020-04-17 00:00:00,33,16355,16388
2020-04-18 00:00:00,23,15902,15925
2020-04-19 00:00:00,24,13603,13627
2020-04-20 00:00:00,30,16414,16444
2020-04-21 00:00:00,24,15563,15587
2020-04-22 00:00:00,29,16945,16974
2020-04-23 00:00:00,34,18355,18389
2020-04-24 00:00:00,29,22211,22240
2020-04-25 00:00:00,29,21908,21937
2020-04-26 00:00:00,22,22626,22648
2020-04-27 00:00:00,20,23691,23711
2020-04-28 00:00:00,40,26080,26120
2020-04-29 00:00:00,38,36549,36587
2020-04-30 00:00:00,181,46759,46940
2020-05-01 00:00:00,98,32488,32586
2020-05-02 00:00:00,64,22625,22689
2020-05-03 00:00:00,69,20885,20954
2020-05-04 00:00:00,103,17231,17334
2020-05-05 00:00:00,47,19001,19048
2020-05-06 00:00:00,56,20482,20538
2020-05-07 00:00:00,65,20027,20092
2020-05-08 00:00:00,41,18982,19023
2020-05-09 00:00:00,35,20834,20869
2020-05-10 00:00:00,56,26997,27053
2020-05-11 00:00:00,45,25485,25530
2020-05-12 00:00:00,46,24258,24304
2020-05-13 00:00:00,80,21379,21459
2020-05-14 00:00:00,66,23261,23327
2020-05-15 00:00:00,92,22043,22135
2020-05-16 00:00:00,68,22941,23009
2020-05-17 00:00:00,73,24321,24394
2020-05-18 00:00:00,69,23932,24001
2020-05-19 00:00:00,91,23976,24067
2020-05-20 00:00:00,74,24625,24699
2020-05-21 00:00:00,84,29824,29908
2020-05-22 00:00:00,95,30613,30708
2020-05-23 00:00:00,105,27683,27788
2020-05-24 00:00:00,87,27554,27641
2020-05-25 00:00:00,90,26425,26515
2020-05-26 00:00:00,87,26106,26193
2020-05-27 00:00:00,91,24648,24739
2020-05-28 00:00:00,91,28825,28916
2020-05-29 00:00:00,87,30362,30449
2020-05-30 00:00:00,101,29243,29344
2020-05-31 00:00:00,85,27447,27532
2020-06-01 00:00:00,82,26336,26418
2020-06-02 00:00:00,72,24017,24089
2020-06-03 00:00:00,81,23802,23883
2020-06-04 00:00:00,82,29683,29765
2020-06-05 00:00:00,92,31276,31368
2020-06-06 00:00:00,80,30980,31060
2020-06-07 00:00:00,77,28387,28464
2020-06-08 00:00:00,77,27148,27225
2020-06-09 00:00:00,68,23699,23767
2020-06-10 00:00:00,52,22266,22318
2020-06-11 00:00:00,62,27266,27328
2020-06-12 00:00:00,111,28572,28683
2020-06-13 00:00:00,84,26653,26737
2020-06-14 00:00:00,91,27773,27864
2020-06-15 00:00:00,88,26472,26560
2020-06-16 00:00:00,78,23630,23708
2020-06-17 00:00:00,72,25143,25215
2020-06-18 00:00:00,111,30975,31086
2020-06-19 00:00:00,143,36600,36743
2020-06-20 00:00:00,110,35560,35670
2020-06-21 00:00:00,97,35552,35649
2020-06-22 00:00:00,107,30861,30968
2020-06-23 00:00:00,138,25733,25871
2020-06-24 00:00:00,86,25304,25390
2020-06-25 00:00:00,91,31629,31720
2020-06-26 00:00:00,84,35014,35098
2020-06-27 00:00:00,88,32889,32977
2020-06-28 00:00:00,137,30949,31086
2020-06-29 00:00:00,94,25037,25131
2020-06-30 00:00:00,111,29956,30067
2020-07-01 00:00:00,139,32464,32603
2020-07-02 00:00:00,150,32316,32466
2020-07-03 00:00:00,269,33229,33498
2020-07-04 00:00:00,117,31335,31452
2020-07-05 00:00:00,104,31495,31599
2020-07-06 00:00:00,109,30009,30118
2020-07-07 00:00:00,125,28906,29031
2020-07-08 00:00:00,111,29990,30101
2020-07-09 00:00:00,105,31382,31487
2020-07-10 00:00:00,93,30944,31037
2020-07-11 00:00:00,102,32934,33036
2020-07-12 00:00:00,110,34624,34734
2020-07-13 00:00:00,115,32260,32375
2020-07-14 00:00:00,158,32232,32390
2020-07-15 00:00:00,133,34002,34135
2020-07-16 00:00:00,185,34419,34604
2020-07-17 00:00:00,156,33415,33571
2020-07-18 00:00:00,134,31226,31360
2020-07-19 00:00:00,131,32352,32483
2020-07-20 00:00:00,140,31585,31725
2020-07-21 00:00:00,133,28546,28679
2020-07-22 00:00:00,130,28788,28918
2020-07-23 00:00:00,134,29235,29369
2020-07-24 00:00:00,135,29742,29877
2020-07-25 00:00:00,139,31112,31251
2020-07-26 00:00:00,141,29764,29905
2020-07-27 00:00:00,149,26287,26436
2020-07-28 00:00:00,152,27732,27884
2020-07-29 00:00:00,182,34575,34757
2020-07-30 00:00:00,179,35167,35346
2020-07-31 00:00:00,262,42340,42602
2020-08-01 00:00:00,322,49219,49541
2020-08-02 00:00:00,308,47093,47401
2020-08-03 00:00:00,251,43531,43782
2020-08-04 00:00:00,213,39708,39921
2020-08-05 00:00:00,212,42037,42249
2020-08-06 00:00:00,219,41080,41299
2020-08-07 00:00:00,200,41845,42045
2020-08-08 00:00:00,177,40349,40526
2020-08-09 00:00:00,154,41306,41460
2020-08-10 00:00:00,108,31856,31964
2020-08-11 00:00:00,203,38782,38985
2020-08-12 00:00:00,235,42065,42300
2020-08-13 00:00:00,238,44402,44640
2020-08-14 00:00:00,255,47288,47543
2020-08-15 00:00:00,264,49078,49342
2020-08-16 00:00:00,236,43315,43551
2020-08-17 00:00:00,244,42319,42563
2020-08-18 00:00:00,254,38752,39006
2020-08-19 00:00:00,225,39223,39448
2020-08-20 00:00:00,224,36885,37109
2020-08-21 00:00:00,204,36637,36841
2020-08-22 00:00:00,201,33897,34098
2020-08-23 00:00:00,166,35042,35208
2020-08-24 00:00:00,160,31486,31646
2020-08-25 00:00:00,110,23752,23862
2020-08-26 00:00:00,52,30197,30249
2020-08-27 00:00:00,147,29405,29552
2020-08-28 00:00:00,128,28621,28749
2020-08-29 00:00:00,121,24159,24280
2020-08-30 00:00:00,119,22706,22825
2020-08-31 00:00:00,129,21004,21133
2020-09-01 00:00:00,101,18993,19094
2020-09-02 00:00:00,4,1349,1353
2020-09-03 00:00:00,111,21237,21348
2020-09-04 00:00:00,119,22321,22440
2020-09-05 00:00:00,98,17984,18082
2020-09-06 00:00:00,65,14928,14993
2020-09-07 00:00:00,26,8434,8460
2020-09-08 00:00:00,120,24345,24465
2020-09-09 00:00:00,107,25328,25435
2020-09-10 00:00:00,122,26110,26232
2020-09-11 00:00:00,108,27282,27390
2020-09-12 00:00:00,105,26463,26568
2020-09-13 00:00:00,92,25745,25837
2020-09-14 00:00:00,109,24089,24198
2020-09-15 00:00:00,94,22317,22411
2020-09-16 00:00:00,85,22288,22373
2020-09-17 00:00:00,92,25831,25923
2020-09-18 00:00:00,108,28003,28111
2020-09-19 00:00:00,110,27669,27779
2020-09-20 00:00:00,109,26615,26724
2020-09-21 00:00:00,85,25175,25260
2020-09-22 00:00:00,106,22220,22326
2020-09-23 00:00:00,88,22913,23001
2020-09-24 00:00:00,95,26980,27075
2020-09-25 00:00:00,88,25478,25566
2020-09-26 00:00:00,152,30197,30349
2020-09-27 00:00:00,164,28219,28383
2020-09-28 00:00:00,138,27339,27477
2020-09-29 00:00:00,169,34643,34812
2020-09-30 00:00:00,338,44294,44632
2020-10-01 00:00:00,431,36362,36793
2020-10-02 00:00:00,242,29581,29823
2020-10-03 00:00:00,158,20899,21057
2020-10-04 00:00:00,149,27932,28081
2020-10-05 00:00:00,160,28184,28344
2020-10-06 00:00:00,166,26378,26544
2020-10-07 00:00:00,158,30131,30289
